cpu-cores-available,cpu-cores-utilized,cpu-manufacturer,cpu-model-name,cpu-tdp,gpu-count,gpu-model-name,Hardware Information on AWS Documentation & Comments,instance-class,instance-storage,memory-available,platform-memory,release-date,storage-drives
64,8,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),cache.m6g.2xlarge,EBS-Only,32,256,December 2019,0
64,16,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),cache.m6g.4xlarge,EBS-Only,64,256,December 2019,0
64,32,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),cache.m6g.8xlarge,EBS-Only,128,256,December 2019,0
64,2,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),cache.m6g.large,EBS-Only,8,256,December 2019,0
64,4,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),cache.m6g.xlarge,EBS-Only,16,256,December 2019,0
40,8,Intel,Intel® Xeon® E5-2670 v2,115.00,N/A,N/A,Intel Xeon Ivy Bridge Processors,cache.r3.2xlarge,1 x 160 (SSD),61,244,April 2014,1
72,64,Intel,Intel® Xeon® E5-2686 v4,145.00,N/A,N/A,2.3 GHz Intel Xeon E5-2686 v4 Processor,cache.r4.16xlarge,EBS-Only,407,488,November 2016,0
72,8,Intel,Intel® Xeon® E5-2686 v4,145.00,N/A,N/A,2.3 GHz Intel Xeon E5-2686 v4 Processor,cache.r4.2xlarge,EBS-Only,50.47,488,November 2016,0
72,16,Intel,Intel® Xeon® E5-2686 v4,145.00,N/A,N/A,2.3 GHz Intel Xeon E5-2686 v4 Processor,cache.r4.4xlarge,EBS-Only,101.38,488,November 2016,0
72,32,Intel,Intel® Xeon® E5-2686 v4,145.00,N/A,N/A,2.3 GHz Intel Xeon E5-2686 v4 Processor,cache.r4.8xlarge,EBS-Only,203.26,488,November 2016,0
72,2,Intel,Intel® Xeon® E5-2686 v4,145.00,N/A,N/A,2.3 GHz Intel Xeon E5-2686 v4 Processor,cache.r4.large,EBS-Only,12.3,488,November 2016,0
72,4,Intel,Intel® Xeon® E5-2686 v4,145.00,N/A,N/A,2.3 GHz Intel Xeon E5-2686 v4 Processor,cache.r4.xlarge,EBS-Only,25.05,488,November 2016,0
96,48,Intel,Intel® Xeon® Platinum 8175M,240.00,N/A,N/A,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake),cache.r5.12xlarge,EBS-Only,317.77,768,July 2018,0
96,96,Intel,Intel® Xeon® Platinum 8175M,240.00,N/A,N/A,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake),cache.r5.24xlarge,EBS-Only,635.61,768,July 2018,0
96,8,Intel,Intel® Xeon® Platinum 8175M,240.00,N/A,N/A,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake),cache.r5.2xlarge,EBS-Only,52.82,768,July 2018,0
96,16,Intel,Intel® Xeon® Platinum 8175M,240.00,N/A,N/A,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake),cache.r5.4xlarge,EBS-Only,105.81,768,July 2018,0
96,2,Intel,Intel® Xeon® Platinum 8175M,240.00,N/A,N/A,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake),cache.r5.large,EBS-Only,13.07,768,July 2018,0
96,4,Intel,Intel® Xeon® Platinum 8175M,240.00,N/A,N/A,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake),cache.r5.xlarge,EBS-Only,26.32,768,July 2018,0
64,48,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),cache.r6g.12xlarge,EBS-Only,384,512,December 2019,0
64,64,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),cache.r6g.16xlarge,EBS-Only,512,512,December 2019,0
64,8,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),cache.r6g.2xlarge,EBS-Only,64,512,December 2019,0
64,16,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),cache.r6g.4xlarge,EBS-Only,128,512,December 2019,0
64,32,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),cache.r6g.8xlarge,EBS-Only,256,512,December 2019,0
64,2,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),cache.r6g.large,EBS-Only,16,512,December 2019,0
64,4,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),cache.r6g.xlarge,EBS-Only,32,512,December 2019,0
48,2,Intel,Intel® Xeon® E5-2676 v3,120.00,N/A,N/A,3.3 GHz Intel Scalable Processor,cache.t2.medium,EBS-Only,3.22,288,July 2014,0
48,1,Intel,Intel® Xeon® E5-2676 v3,120.00,N/A,N/A,3.3 GHz Intel Scalable Processor,cache.t2.micro,EBS-Only,555,288,July 2014,0
48,1,Intel,Intel® Xeon® E5-2676 v3,120.00,N/A,N/A,3.3 GHz Intel Scalable Processor,cache.t2.small,EBS-Only,1.55,288,July 2014,0
96,2,Intel,Intel® Xeon® Platinum 8175M,240.00,N/A,N/A,2.5 GHz Intel Scalable Processor,cache.t3.medium,EBS-Only,3.09,384,August 2018,0
96,2,Intel,Intel® Xeon® Platinum 8175M,240.00,N/A,N/A,2.5 GHz Intel Scalable Processor,cache.t3.micro,EBS-Only,0.5,384,August 2018,0
96,2,Intel,Intel® Xeon® Platinum 8175M,240.00,N/A,N/A,2.5 GHz Intel Scalable Processor,cache.t3.small,EBS-Only,1.37,384,August 2018,0
32,32,Intel,Intel® Xeon® E5-2670,115.00,N/A,N/A,dual Intel Xeon processors,cc2.8xlarge,4 x SSD 840,60.5,60.5,November 2011,4
32,32,Intel,Intel® Xeon® E5-2670,115.00,N/A,N/A,dual 2.6 GHz Intel Xeon E5-2670 processors,cr1.8xlarge,2 x 120 (SSD),244,244,January 2013,2
48,8,Intel,Intel® Xeon® E5-2676 v3,120.00,N/A,N/A,2.4 GHz Intel Xeon E5-2676 v3 Processor (Haswell),d2.2xlarge,6 x 2000 HDD,61,244,March 2015,24
48,16,Intel,Intel® Xeon® E5-2676 v3,120.00,N/A,N/A,2.4 GHz Intel Xeon E5-2676 v3 Processor (Haswell),d2.4xlarge,12 x 2000 HDD,122,244,March 2015,24
48,36,Intel,Intel® Xeon® E5-2676 v3,120.00,N/A,N/A,2.4 GHz Intel Xeon E5-2676 v3 Processor (Haswell),d2.8xlarge,24 x 2000 HDD,244,244,March 2015,24
48,4,Intel,Intel® Xeon® E5-2676 v3,120.00,N/A,N/A,2.4 GHz Intel Xeon E5-2676 v3 Processor (Haswell),d2.xlarge,3 x 2000 HDD,30.5,244,March 2015,24
96,8,Intel,Intel® Xeon® Platinum 8259CL,210.00,N/A,N/A,,d3.2xlarge,6 x 2 HDD,64,256,December 2020,24
96,16,Intel,Intel® Xeon® Platinum 8259CL,210.00,N/A,N/A,,d3.4xlarge,12 x 2 HDD,128,256,December 2020,24
96,32,Intel,Intel® Xeon® Platinum 8259CL,210.00,N/A,N/A,,d3.8xlarge,24 x 2 HDD,256,256,December 2020,24
96,4,Intel,Intel® Xeon® Platinum 8259CL,210.00,N/A,N/A,,d3.xlarge,3 x 2 HDD,32,256,December 2020,24
96,48,Intel,Intel® Xeon® Platinum 8259CL,210.00,N/A,N/A,,d3en.12xlarge,24 x 14 HDD,192,192,December 2020,24
96,8,Intel,Intel® Xeon® Platinum 8259CL,210.00,N/A,N/A,,d3en.2xlarge,4 x 14 HDD,32,192,December 2020,24
96,16,Intel,Intel® Xeon® Platinum 8259CL,210.00,N/A,N/A,,d3en.4xlarge,8 x 14 HDD,64,192,December 2020,24
96,24,Intel,Intel® Xeon® Platinum 8259CL,210.00,N/A,N/A,,d3en.6xlarge,12 x 14 HDD,96,192,December 2020,24
96,32,Intel,Intel® Xeon® Platinum 8259CL,210.00,N/A,N/A,,d3en.8xlarge,16 x 14 HDD,128,192,December 2020,24
96,4,Intel,Intel® Xeon® Platinum 8259CL,210.00,N/A,N/A,,d3en.xlarge,2 x 14 HDD,16,192,December 2020,24
32,2,Intel,Intel® Xeon® E5-2650,95.00,N/A,N/A,,db.m1.large,EBS-Only,7.5,120,October 2007,0
32,1,Intel,Intel® Xeon® E5-2650,95.00,N/A,N/A,,db.m1.medium,EBS-Only,3.75,120,March 2012,0
32,1,Intel,Intel® Xeon® E5-2650,95.00,N/A,N/A,,db.m1.small,EBS-Only,1.7,120,August 2006,0
32,4,Intel,Intel® Xeon® E5-2650,95.00,N/A,N/A,,db.m1.xlarge,EBS-Only,15,120,October 2007,0
32,4,Intel,Intel® Xeon® E5-2665,115.00,N/A,N/A,,db.m2.2xlarge,EBS-Only,34.2,280,October 2009,0
32,8,Intel,Intel® Xeon® E5-2665,115.00,N/A,N/A,,db.m2.4xlarge,EBS-Only,68.4,280,October 2009,0
32,2,Intel,Intel® Xeon® E5-2665,115.00,N/A,N/A,,db.m2.xlarge,EBS-Only,17.1,280,February 2010,0
32,8,Intel,Intel® Xeon® E5-2670,115.00,N/A,N/A,Intel Xeon E5-2670 (Sandy Bridge or Ivy Bridge) processors,db.m3.2xlarge,EBS-Only,30,240,October 2012,0
32,2,Intel,Intel® Xeon® E5-2670,115.00,N/A,N/A,Intel Xeon E5-2670 (Sandy Bridge or Ivy Bridge) processors,db.m3.large,EBS-Only,7.5,240,January 2014,0
32,1,Intel,Intel® Xeon® E5-2670,115.00,N/A,N/A,Intel Xeon E5-2670 (Sandy Bridge or Ivy Bridge) processors,db.m3.medium,EBS-Only,3.75,240,January 2014,0
32,4,Intel,Intel® Xeon® E5-2670,115.00,N/A,N/A,Intel Xeon E5-2670 (Sandy Bridge or Ivy Bridge) processors,db.m3.xlarge,EBS-Only,15,240,October 2012,0
48,40,Intel,Intel® Xeon® E5-2676 v3,120.00,N/A,N/A,2.3 GHz Intel Xeon E5-2686 v4 (Broadwell) or 2.4 GHz Intel Xeon E5-2676 v3 (Haswell),db.m4.10xlarge,EBS-Only,160,256,June 2015,0
72,64,Intel,Intel® Xeon® E5-2686 v4,145.00,N/A,N/A,2.3 GHz Intel Xeon E5-2686 v4 (Broadwell) or 2.4 GHz Intel Xeon E5-2676 v3 (Haswell),db.m4.16xlarge,EBS-Only,256,256,September 2016,0
72,8,Intel,Intel® Xeon® E5-2686 v4,145.00,N/A,N/A,2.3 GHz Intel Xeon E5-2686 v4 (Broadwell) or 2.4 GHz Intel Xeon E5-2676 v3 (Haswell),db.m4.2xlarge,EBS-Only,32,256,June 2015,0
72,16,Intel,Intel® Xeon® E5-2686 v4,145.00,N/A,N/A,2.3 GHz Intel Xeon E5-2686 v4 (Broadwell) or 2.4 GHz Intel Xeon E5-2676 v3 (Haswell),db.m4.4xlarge,EBS-Only,64,256,June 2015,0
72,2,Intel,Intel® Xeon® E5-2686 v4,145.00,N/A,N/A,2.3 GHz Intel Xeon E5-2686 v4 (Broadwell) or 2.4 GHz Intel Xeon E5-2676 v3 (Haswell),db.m4.large,EBS-Only,8,256,June 2015,0
72,4,Intel,Intel® Xeon® E5-2686 v4,145.00,N/A,N/A,2.3 GHz Intel Xeon E5-2686 v4 (Broadwell) or 2.4 GHz Intel Xeon E5-2676 v3 (Haswell),db.m4.xlarge,EBS-Only,16,256,June 2015,0
96,48,Intel,Intel® Xeon® Platinum 8259CL,210.00,N/A,N/A,Up to 3.1 GHz Intel Xeon Platinum 8175M,db.m5.12xlarge,EBS-Only,192,384,November 2017,0
96,64,Intel,Intel® Xeon® Platinum 8259CL,210.00,N/A,N/A,Up to 3.1 GHz Intel Xeon Platinum 8175M,db.m5.16xlarge,EBS-Only,256,384,June 2019,0
96,96,Intel,Intel® Xeon® Platinum 8259CL,210.00,N/A,N/A,Up to 3.1 GHz Intel Xeon Platinum 8175M,db.m5.24xlarge,EBS-Only,384,384,November 2017,0
96,8,Intel,Intel® Xeon® Platinum 8259CL,210.00,N/A,N/A,Up to 3.1 GHz Intel Xeon Platinum 8175M,db.m5.2xlarge,EBS-Only,32,384,November 2017,0
96,16,Intel,Intel® Xeon® Platinum 8259CL,210.00,N/A,N/A,Up to 3.1 GHz Intel Xeon Platinum 8175M,db.m5.4xlarge,EBS-Only,64,384,November 2017,0
96,32,Intel,Intel® Xeon® Platinum 8259CL,210.00,N/A,N/A,Up to 3.1 GHz Intel Xeon Platinum 8175M,db.m5.8xlarge,EBS-Only,128,384,June 2019,0
96,2,Intel,Intel® Xeon® Platinum 8259CL,210.00,N/A,N/A,Up to 3.1 GHz Intel Xeon Platinum 8175M,db.m5.large,EBS-Only,8,384,November 2017,0
96,4,Intel,Intel® Xeon® Platinum 8259CL,210.00,N/A,N/A,Up to 3.1 GHz Intel Xeon Platinum 8175M,db.m5.xlarge,EBS-Only,16,384,November 2017,0
64,48,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),db.m6g.12xlarge,EBS-Only,192,256,December 2019,0
64,64,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),db.m6g.16xlarge,EBS-Only,256,256,December 2019,0
64,8,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),db.m6g.2xlarge,EBS-Only,32,256,December 2019,0
64,16,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),db.m6g.4xlarge,EBS-Only,64,256,December 2019,0
64,32,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),db.m6g.8xlarge,EBS-Only,128,256,December 2019,0
64,2,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),db.m6g.large,EBS-Only,8,256,December 2019,0
64,4,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),db.m6g.xlarge,EBS-Only,16,256,December 2019,0
40,8,Intel,Intel® Xeon® E5-2670 v2,115.00,N/A,N/A,Intel Xeon Ivy Bridge Processors,db.r3.2xlarge,EBS-Only,61,244,April 2014,0
40,16,Intel,Intel® Xeon® E5-2670 v2,115.00,N/A,N/A,Intel Xeon Ivy Bridge Processors,db.r3.4xlarge,EBS-Only,122,244,April 2014,0
40,32,Intel,Intel® Xeon® E5-2670 v2,115.00,N/A,N/A,Intel Xeon Ivy Bridge Processors,db.r3.8xlarge,EBS-Only,244,244,April 2014,0
40,2,Intel,Intel® Xeon® E5-2670 v2,115.00,N/A,N/A,Intel Xeon Ivy Bridge Processors,db.r3.large,EBS-Only,15.25,244,April 2014,0
40,4,Intel,Intel® Xeon® E5-2670 v2,115.00,N/A,N/A,Intel Xeon Ivy Bridge Processors,db.r3.xlarge,EBS-Only,30.5,244,April 2014,0
72,64,Intel,Intel® Xeon® E5-2686 v4,145.00,N/A,N/A,2.3 GHz Intel Xeon E5-2686 v4 Processor,db.r4.16xlarge,EBS-Only,488,488,November 2016,0
72,8,Intel,Intel® Xeon® E5-2686 v4,145.00,N/A,N/A,2.3 GHz Intel Xeon E5-2686 v4 Processor,db.r4.2xlarge,EBS-Only,61,488,November 2016,0
72,16,Intel,Intel® Xeon® E5-2686 v4,145.00,N/A,N/A,2.3 GHz Intel Xeon E5-2686 v4 Processor,db.r4.4xlarge,EBS-Only,122,488,November 2016,0
72,32,Intel,Intel® Xeon® E5-2686 v4,145.00,N/A,N/A,2.3 GHz Intel Xeon E5-2686 v4 Processor,db.r4.8xlarge,EBS-Only,244,488,November 2016,0
72,2,Intel,Intel® Xeon® E5-2686 v4,145.00,N/A,N/A,2.3 GHz Intel Xeon E5-2686 v4 Processor,db.r4.large,EBS-Only,15.25,488,November 2016,0
72,4,Intel,Intel® Xeon® E5-2686 v4,145.00,N/A,N/A,2.3 GHz Intel Xeon E5-2686 v4 Processor,db.r4.xlarge,EBS-Only,30.5,488,November 2016,0
96,48,Intel,Intel® Xeon® Platinum 8175M,240.00,N/A,N/A,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake),db.r5.12xlarge,EBS-Only,384,768,July 2018,0
96,64,Intel,Intel® Xeon® Platinum 8175M,240.00,N/A,N/A,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake),db.r5.16xlarge,EBS-Only,512,768,June 2019,0
96,96,Intel,Intel® Xeon® Platinum 8175M,240.00,N/A,N/A,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake),db.r5.24xlarge,EBS-Only,768,768,July 2018,0
96,8,Intel,Intel® Xeon® Platinum 8175M,240.00,N/A,N/A,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake),db.r5.2xlarge,EBS-Only,64,768,July 2018,0
96,16,Intel,Intel® Xeon® Platinum 8175M,240.00,N/A,N/A,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake),db.r5.4xlarge,EBS-Only,128,768,July 2018,0
96,32,Intel,Intel® Xeon® Platinum 8175M,240.00,N/A,N/A,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake),db.r5.8xlarge,EBS-Only,256,768,June 2019,0
96,2,Intel,Intel® Xeon® Platinum 8175M,240.00,N/A,N/A,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake),db.r5.large,EBS-Only,16,768,July 2018,0
96,4,Intel,Intel® Xeon® Platinum 8175M,240.00,N/A,N/A,Up to 3.1 GHz Intel Xeon Platinum 8000 series processors (Skylake-SP or Cascade Lake),db.r5.xlarge,EBS-Only,32,768,July 2018,0
64,48,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),db.r6g.12xlarge,EBS-Only,384,512,December 2019,0
64,64,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),db.r6g.16xlarge,EBS-Only,512,512,December 2019,0
64,8,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),db.r6g.2xlarge,EBS-Only,64,512,December 2019,0
64,16,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),db.r6g.4xlarge,EBS-Only,128,512,December 2019,0
64,2,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),db.r6g.large,EBS-Only,16,512,December 2019,0
64,4,AWS,AWS Graviton2,110.00,N/A,N/A,AWS Graviton2 (ARM),db.r6g.xlarge,EBS-Only,32,512,December 2019,0
48,8,Intel,Intel® Xeon® E5-2676 v3,120.00,N/A,N/A,3.3 GHz Intel Scalable Processor,db.t2.2xlarge,EBS-Only,32,288,November 2016,0
48,2,Intel,Intel® Xeon® E5-2676 v3,120.00,N/A,N/A,3.3 GHz Intel Scalable Processor,db.t2.large,EBS-Only,8,288,June 2015,0
48,2,Intel,Intel® Xeon® E5-2676 v3,120.00,N/A,N/A,3.3 GHz Intel Scalable Processor,db.t2.medium,EBS-Only,4,288,July 2014,0
48,1,Intel,Intel® Xeon® E5-2676 v3,120.00,N/A,N/A,3.3 GHz Intel Scalable Processor,db.t2.micro,EBS-Only,1,288,July 2014,0
48,1,Intel,Intel® Xeon® E5-2676 v3,120.00,N/A,N/A,3.3 GHz Intel Scalable Processor,db.t2.small,EBS-Only,2,288,July 2014,0
48,4,Intel,Intel® Xeon® E5-2676 v3,120.00,N/A,N/A,3.3 GHz Intel Scalable Processor,db.t2.xlarge,EBS-Only,16,288,November 2016,0
96,8,Intel,Intel® Xeon® Platinum 8175M,240.00,N/A,N/A,2.5 GHz Intel Scalable Processor,db.t3.2xlarge,EBS-Only,32,384,August 2018,0
96,2,Intel,Intel® Xeon® Platinum 8175M,240.00,N/A,N/A,2.5 GHz Intel Scalable Processor,db.t3.large,EBS-Only,8,384,August 2018,0
96,2,Intel,Intel® Xeon® Platinum 8175M,240.00,N/A,N/A,2.5 GHz Intel Scalable Processor,db.t3.medium,EBS-Only,4,384,August 2018,0
96,2,Intel,Intel® Xeon® Platinum 8175M,240.00,N/A,N/A,2.5 GHz Intel Scalable Processor,db.t3.micro,EBS-Only,1,384,August 2018,0
96,2,Intel,Intel® Xeon® Platinum 8175M,240.00,N/A,N/A,2.5 GHz Intel Scalable Processor,db.t3.small,EBS-Only,2,384,August 2018,0
96,4,Intel,Intel® Xeon® Platinum 8175M,240.00,N/A,N/A,2.5 GHz Intel Scalable Processor,db.t3.xlarge,EBS-Only,16,384,August 2018,0
128,64,Intel,Intel® Xeon® E7-8880 v3,150.00,N/A,N/A,2.3 GHz Intel Xeon E7-8880 v3 Processor (Haswell),db.x1.16xlarge,EBS-Only,976,1952,October 2016,0
128,128,Intel,Intel® Xeon® E7-8880 v3,150.00,N/A,N/A,2.3 GHz Intel Xeon E7-8880 v3 Processor (Haswell),db.x1.32xlarge,EBS-Only,1952,1952,May 2016,0
128,64,Intel,Intel® Xeon® E7-8880 v3,150.00,N/A,N/A,2.3 GHz Intel Xeon E7-8880 v3 Processor (Haswell),db.x1e.16xlarge,EBS-Only,1952,3904,November 2017,0
128,8,Intel,Intel® Xeon® E7-8880 v3,150.00,N/A,N/A,2.3 GHz Intel Xeon E7-8880 v3 Processor (Haswell),db.x1e.2xlarge,EBS-Only,244,3904,November 2017,0
128,128,Intel,Intel® Xeon® E7-8880 v3,150.00,N/A,N/A,2.3 GHz Intel Xeon E7-8880 v3 Processor (Haswell),db.x1e.32xlarge,EBS-Only,3904,3904,September 2017,0
128,16,Intel,Intel® Xeon® E7-8880 v3,150.00,N/A,N/A,2.3 GHz Intel Xeon E7-8880 v3 Processor (Haswell),db.x1e.4xlarge,EBS-Only,488,3904,November 2017,0
128,32,Intel,Intel® Xeon® E7-8880 v3,150.00,N/A,N/A,2.3 GHz Intel Xeon E7-8880 v3 Processor (Haswell),db.x1e.8xlarge,EBS-Only,976,3904,November 2017,0
128,4,Intel,Intel® Xeon® E7-8880 v3,150.00,N/A,N/A,2.3 GHz Intel Xeon E7-8880 v3 Processor (Haswell),db.x1e.xlarge,EBS-Only,122,3904,November 2017,0
48,48,Intel,Intel® Xeon® Platinum 8151,150.00,N/A,N/A,Up to 4.0 GHz Intel Xeon Scalable Processors,db.z1d.12xlarge,EBS-Only,384,384,July 2018,0
48,8,Intel,Intel® Xeon® Platinum 8151,150.00,N/A,N/A,Up to 4.0 GHz Intel Xeon Scalable Processors,db.z1d.2xlarge,EBS-Only,64,384,July 2018,0
48,12,Intel,Intel® Xeon® Platinum 8151,150.00,N/A,N/A,Up to 4.0 GHz Intel Xeon Scalable Processors,db.z1d.3xlarge,EBS-Only,96,384,July 2018,0
48,24,Intel,Intel® Xeon® Platinum 8151,150.00,N/A,N/A,Up to 4.0 GHz Intel Xeon Scalable Processors,db.z1d.6xlarge,EBS-Only,192,384,July 2018,0
48,2,Intel,Intel® Xeon® Platinum 8151,150.00,N/A,N/A,Up to 4.0 GHz Intel Xeon Scalable Processors,db.z1d.large,EBS-Only,16,384,July 2018,0
48,4,Intel,Intel® Xeon® Platinum 8151,150.00,N/A,N/A,Up to 4.0 GHz Intel Xeon Scalable Processors,db.z1d.xlarge,EBS-Only,32,384,July 2018,0
40,32,Intel,Intel® Xeon® E5-2670 v2,115.00,N/A,N/A,N/A,dc2.8xlarge,2560 SSD,244,244,October 2017,4
